"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"modifications"	"charge"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"QC1_1"	"QC1_2"	"QC1_3"	"QC2_1"	"QC2_2"	"QC2_3"	"1"	"2"	"3"	"4"	"5"	"QC3"	"6"	"7"	"8"	"9"	"10"	"QC4"	"11"	"12"	"13"	"14"	"15"	"QC5"	"16"	"17"	"18"	"19"	"20"	"QC6"	"21"	"22"	"23"	"24"	"25"	"QC7"	"26"	"27"	"28"	"29"	"QC8"	"QC9_1"	"QC9_2"	"QC10_1"	"QC10_2"	"QC10_3"	"30"	"31"	"32"	"33"	"34"	"QC11"	"35"	"36"	"37"	"38"	"39"	"QC12"	"40"	"41"	"42"	"43"	"44"	"QC13"	"45"	"46"	"47"	"48"	"49"	"QC14"	"50"	"51"	"52"	"53"	"54"	"QC15"	"55"	"56"	"57"	"58"	"59"	"QC16"
"unknown"	""	""	""	"Unknown 57"	""	""	""	""	"686.229"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"583634"	"534345"	"939288"	"560012"	"907539"	"617617"	"798358"	"588301"	"688014"	"473169"	"721715"	"873682"	"704010"	"618379"	"718912"	"660910"	"571556"	"637227"	"1063532"	"551495"	"778262"	"556029"	"711197"	"669768"	"717451"	"773240"	"624782"	"558959"	"1264910"	"964013"	"572495"	"345448"	"624733"	"727997"	"685103"	"1144799"	"911511"	"578913"	"741931"	"882291"	"1280076"	"876683"	"602218"	"999746"	"795234"	"707921"	"734219"	"788983"	"750485"	"750815"	"466555"	"675815"	"650205"	"1119028"	"762940"	"1195260"	"595015"	"1120681"	"489302"	"1026976"	"679140"	"676762"	"394607"	"714707"	"631368"	"597456"	"703906"	"1007302"	"717426"	"758377"	"574835"	"753124"	"708899"	"1301070"	"689751"	"651205"	"521754"	"1265283"	"843677"	"840910"	"913648"	"806860"
"unknown"	""	""	""	"Unknown 58"	""	""	""	""	"686.679"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"80939"	"60991"	"84094"	"77486"	"89800"	"88298"	"81345"	"61304"	"94091"	"57795"	"95278"	"87143"	"80667"	"69099"	"92525"	"78817"	"67270"	"84814"	"123435"	"86290"	"98314"	"76324"	"82391"	"95880"	"81711"	"97447"	"81423"	"95944"	"103280"	"89706"	"72007"	"72309"	"75637"	"107251"	"83527"	"96152"	"102970"	"76942"	"86889"	"94320"	"113385"	"80325"	"77528"	"79302"	"94218"	"85343"	"82307"	"95372"	"85417"	"73068"	"61683"	"94688"	"75088"	"115170"	"102158"	"115190"	"73943"	"85427"	"76000"	"99575"	"73325"	"86280"	"77800"	"92707"	"89910"	"80930"	"76931"	"109027"	"89412"	"103766"	"76549"	"107260"	"93078"	"114046"	"104219"	"91780"	"80396"	"103305"	"119569"	"115353"	"100462"	"110491"
"unknown"	""	""	""	"Unknown 59"	""	""	""	""	"688.929"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"93110"	"136781"	"134042"	"112445"	"145516"	"128055"	"115343"	"75051"	"177625"	"122350"	"69497"	"163171"	"95759"	"145131"	"137277"	"171529"	"87861"	"132719"	"192802"	"133424"	"118939"	"121273"	"124374"	"133062"	"595207"	"140163"	"167944"	"214194"	"255721"	"181380"	"689947"	"946567"	"314623"	"227031"	"155253"	"218465"	"161696"	"91687"	"189757"	"95039"	"302325"	"87130"	"158634"	"103543"	"123551"	"115797"	"173601"	"95615"	"102643"	"97328"	"83205"	"125003"	"126655"	"197259"	"617025"	"160134"	"196885"	"159898"	"114430"	"130678"	"93470"	"89187"	"93646"	"130130"	"115553"	"47510"	"121696"	"212062"	"85524"	"149166"	"117141"	"110276"	"536624"	"205106"	"163203"	"131636"	"110589"	"162920"	"244772"	"143263"	"304804"	"197222"
"unknown"	""	""	""	"Unknown 60"	""	""	""	""	"689.429"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"NA"	"981818"	"999238"	"538965"	"NA"	"906438"	"287737"	"345507"	"1379664"	"732947"	"352068"	"642536"	"729561"	"938378"	"376406"	"1037578"	"701766"	"630838"	"731990"	"1109128"	"1169919"	"534231"	"486250"	"602815"	"217849"	"1231020"	"NA"	"689919"	"644009"	"664645"	"73116"	"179827"	"1315255"	"762351"	"771672"	"705356"	"568131"	"441994"	"1525746"	"NA"	"803532"	"NA"	"543922"	"NA"	"535421"	"487241"	"524236"	"655875"	"789251"	"449539"	"304138"	"514766"	"729555"	"609138"	"167131"	"790824"	"796772"	"601600"	"NA"	"976140"	"499713"	"469295"	"511710"	"568059"	"559182"	"282051"	"451086"	"454304"	"652544"	"NA"	"756811"	"631273"	"127237"	"500408"	"818095"	"NA"	"446395"	"551207"	"NA"	"779365"	"NA"	"631857"
"unknown"	""	""	""	"Unknown 61"	""	""	""	""	"689.629"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"NA"	"134316"	"126367"	"105708"	"126390"	"128603"	"95862"	"62107"	"121065"	"167045"	"105249"	"NA"	"NA"	"116180"	"118445"	"94493"	"109037"	"118468"	"198547"	"NA"	"NA"	"130468"	"109613"	"112967"	"169949"	"157578"	"172755"	"187004"	"127280"	"NA"	"NA"	"150290"	"137464"	"NA"	"168240"	"NA"	"NA"	"161019"	"NA"	"NA"	"120394"	"116698"	"148237"	"126652"	"119779"	"111639"	"96714"	"119511"	"123708"	"113215"	"NA"	"104159"	"NA"	"168825"	"NA"	"163879"	"129778"	"128909"	"118384"	"NA"	"NA"	"81896"	"94360"	"116997"	"NA"	"88777"	"NA"	"132308"	"NA"	"117059"	"80672"	"112327"	"163303"	"NA"	"190208"	"121493"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"CHEBI:30769"	"C6H8O7"	"OC(=O)CC(O)(CC(O)=O)C(O)=O"	"InChI=1S/C6H8O7/c7-3(8)1-6(13,5(11)12)2-4(9)10/h13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)"	"Citric Acid_1879_4TMS"	""	""	""	""	"690.679"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"3321228"	"3571974"	"3616950"	"3181439"	"3389628"	"3351715"	"2366068"	"1723226"	"3329204"	"2442203"	"2371743"	"3738135"	"2717587"	"2391922"	"2625443"	"2666134"	"2377427"	"3510319"	"6862384"	"3191258"	"3542326"	"3114465"	"2408996"	"3664607"	"4831942"	"3524865"	"5865768"	"5494177"	"3898313"	"3847260"	"2104306"	"2951091"	"3395069"	"4503717"	"5029897"	"3386073"	"5370300"	"4110463"	"4690612"	"3153445"	"2921238"	"3406631"	"3717337"	"3435627"	"3500562"	"3300810"	"2635687"	"2033831"	"3786195"	"2586134"	"1989570"	"3283239"	"2088324"	"6492568"	"4917865"	"5508553"	"1800987"	"3665672"	"3228759"	"2742648"	"3072059"	"2348030"	"2663926"	"3498959"	"3131222"	"1991879"	"4251453"	"3111587"	"2016825"	"3510234"	"2250822"	"3386755"	"5119890"	"2188698"	"6202200"	"3581605"	"1893174"	"4040086"	"5803378"	"5494256"	"5613684"	"3857987"
"unknown"	""	""	""	"Unknown 62"	""	""	""	""	"695.129"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"40249"	"NA"	"48472"	"48384"	"37494"	"44508"	"40214"	"38415"	"52851"	"32275"	"41505"	"47220"	"43032"	"31774"	"36371"	"48315"	"49402"	"46667"	"44626"	"54721"	"47629"	"47845"	"40002"	"53122"	"45852"	"48212"	"52657"	"68894"	"59617"	"44156"	"37028"	"39817"	"55313"	"48298"	"44303"	"52431"	"54704"	"52273"	"72686"	"38661"	"48945"	"63839"	"68751"	"48688"	"58709"	"58746"	"44642"	"35647"	"57071"	"57509"	"44859"	"54740"	"31128"	"59352"	"72722"	"49616"	"34260"	"51201"	"65931"	"56935"	"59670"	"48971"	"56497"	"55283"	"55764"	"39611"	"56608"	"54411"	"41255"	"65532"	"55702"	"52334"	"61450"	"33836"	"59200"	"55039"	"51983"	"69754"	"69036"	"57209"	"47956"	"48665"
"unknown"	""	""	""	"Unknown 63"	""	""	""	""	"701.729"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"717904"	"13173669"	"803446"	"761602"	"776598"	"760529"	"789370"	"789561"	"13152707"	"792408"	"778076"	"13979140"	"790641"	"776263"	"809208"	"818125"	"14011220"	"778624"	"831975"	"800523"	"817032"	"852769"	"803175"	"13856472"	"789949"	"791813"	"798549"	"13739597"	"791213"	"752446"	"12834705"	"768137"	"786182"	"785639"	"769359"	"13954764"	"801697"	"14007529"	"808470"	"748986"	"13613222"	"746783"	"13200376"	"13468099"	"781563"	"777365"	"13222066"	"770992"	"795692"	"13478938"	"776254"	"762449"	"765011"	"776184"	"818398"	"740267"	"742216"	"760281"	"773643"	"13370891"	"772839"	"755382"	"773616"	"13584541"	"769996"	"779468"	"777750"	"804730"	"13107975"	"757287"	"13171606"	"740960"	"763738"	"766853"	"14828946"	"783815"	"775822"	"777627"	"788177"	"751125"	"760104"	"780619"
"unknown"	""	""	""	"Unknown 64"	""	""	""	""	"701.929"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"11952163"	"812185"	"13641853"	"12889759"	"13023684"	"12849572"	"12925736"	"12891046"	"849059"	"13422240"	"13281469"	"818418"	"13445149"	"12811961"	"13890045"	"13303851"	"846414"	"13235406"	"14607760"	"13724507"	"14236023"	"14297099"	"13968700"	"804813"	"13406801"	"13584520"	"13998483"	"780938"	"11738358"	"13030378"	"770405"	"12938961"	"13504325"	"13612937"	"11704928"	"807767"	"13678278"	"770192"	"14447304"	"13131261"	"780620"	"12782330"	"11998188"	"789435"	"13354447"	"13431167"	"11315677"	"12891873"	"14000601"	"774709"	"12874081"	"13210519"	"12937129"	"13812395"	"14025533"	"13286989"	"12581118"	"12135097"	"13809994"	"773374"	"13745194"	"13410025"	"13196239"	"12331882"	"13443670"	"13442443"	"13321049"	"13906061"	"11957381"	"13412985"	"762620"	"13063604"	"13602044"	"12825670"	"804752"	"13751031"	"13124438"	"13342590"	"14077594"	"13782194"	"13331811"	"13544814"
"unknown"	""	""	""	"Unknown 65"	""	""	""	""	"702.379"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"11265200"	"12408857"	"12740896"	"12115923"	"12702400"	"11941228"	"13986579"	"10965230"	"14380682"	"11950585"	"12338749"	"12755389"	"12345089"	"10940997"	"12786178"	"11642378"	"12770253"	"12016911"	"13725858"	"12695529"	"13168413"	"12845956"	"12777182"	"12632183"	"11740730"	"12261587"	"13068740"	"12771272"	"13382354"	"11996611"	"11193019"	"11355195"	"12142465"	"12192191"	"13152248"	"12732255"	"12052055"	"13497439"	"13611792"	"12633497"	"12805279"	"11695748"	"769820"	"12171248"	"12157478"	"12157735"	"790928"	"11034139"	"12828066"	"12315922"	"11192498"	"12048252"	"11353315"	"13652859"	"12413316"	"13754600"	"10696642"	"13281590"	"12916276"	"12461067"	"12806404"	"12070058"	"11748344"	"798621"	"12222998"	"12106313"	"11641741"	"13747709"	"759387"	"12253113"	"11856047"	"12318590"	"13024509"	"11013419"	"14455715"	"12575582"	"11552454"	"11657654"	"13514600"	"13129928"	"12084399"	"12355048"
"CHEBI:25094"	"C6H14N2O2"	"NCCCCC(N)C(O)=O"	"InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)"	"Lysine_1893_4TMS"	""	""	""	""	"703.229"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"52941688"	"58667113"	"60388182"	"57671915"	"57475872"	"57194342"	"65446710"	"49900880"	"59715330"	"56748080"	"61313271"	"61394472"	"60815202"	"49836027"	"67458098"	"53881403"	"58884934"	"58140205"	"65933867"	"62084714"	"64578086"	"62951045"	"59463098"	"61107988"	"54288358"	"58688152"	"60031213"	"62923280"	"54683959"	"57919069"	"53150623"	"53470489"	"57720116"	"57046756"	"55191869"	"61842305"	"55992637"	"72142658"	"62926705"	"62531439"	"58414289"	"56797110"	"58222078"	"58752034"	"58954721"	"58997947"	"52493281"	"50734161"	"61892058"	"59828829"	"52748742"	"58514658"	"52623441"	"62944592"	"58910095"	"68507907"	"49026499"	"59375067"	"65430240"	"56443428"	"67302622"	"58992176"	"58893349"	"59502964"	"60665540"	"59362142"	"53765598"	"67555089"	"57609441"	"59688816"	"57449174"	"61236815"	"64685405"	"51100462"	"76870312"	"63251836"	"54146899"	"54549169"	"62984233"	"69542656"	"61434159"	"60058903"
"unknown"	""	""	""	"Unknown 66"	""	""	""	""	"704.029"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"NA"	"80815"	"NA"	"NA"	"NA"	"91781"	"114817"	"NA"	"92419"	"NA"	"NA"	"NA"	"73010"	"NA"	"99346"	"NA"	"NA"	"NA"	"77918"	"67539"	"NA"	"66622"	"NA"	"70000"	"NA"	"NA"	"NA"	"82366"	"43208"	"NA"	"NA"	"57145"	"NA"	"NA"	"NA"	"71916"	"49421"	"71831"	"NA"	"NA"	"NA"	"51928"	"NA"	"NA"	"88810"	"65260"	"NA"	"NA"	"NA"	"101469"	"NA"	"91514"	"61241"	"NA"	"NA"	"63588"	"NA"	"NA"	"67890"	"NA"	"NA"	"NA"	"52802"	"NA"	"60336"	"61423"	"87679"	"NA"	"NA"	"78225"	"NA"	"105366"	"NA"	"NA"	"105389"	"NA"	"NA"	"83391"	"NA"	"102536"	"102825"	"NA"
"unknown"	""	""	""	"Unknown 67"	""	""	""	""	"704.679"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"186613"	"171915"	"190248"	"171238"	"191753"	"152781"	"145628"	"110433"	"348171"	"117378"	"176623"	"202299"	"162513"	"111210"	"NA"	"146567"	"136069"	"164079"	"292611"	"194267"	"242154"	"125217"	"128581"	"194610"	"181605"	"195860"	"181416"	"254028"	"155597"	"162539"	"100591"	"140025"	"193834"	"192834"	"151331"	"195097"	"155093"	"NA"	"258982"	"260004"	"190189"	"116596"	"125656"	"133294"	"137132"	"NA"	"137317"	"104237"	"254796"	"168726"	"56800"	"138366"	"91434"	"201110"	"180319"	"179837"	"93719"	"134024"	"NA"	"153616"	"NA"	"162627"	"96432"	"167982"	"111139"	"107693"	"140131"	"116589"	"149619"	"112268"	"113969"	"153001"	"189376"	"121927"	"268645"	"143897"	"NA"	"134492"	"168864"	"149092"	"137878"	"NA"
"unknown"	""	""	""	"Unknown 68"	""	""	""	""	"708.929"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"2108775"	"1871918"	"1936876"	"1820911"	"1830048"	"1861924"	"2135040"	"1551673"	"1526508"	"1480210"	"1797610"	"1623058"	"2007490"	"1496148"	"2035604"	"1453971"	"1528289"	"1559135"	"1337792"	"1821325"	"1465904"	"1423165"	"1563022"	"1383729"	"1321175"	"1453037"	"1361910"	"1304634"	"1377182"	"1430689"	"1251689"	"1496353"	"1306945"	"1211972"	"1253548"	"1365469"	"1361625"	"1464201"	"1345756"	"1208844"	"1288862"	"1558287"	"1187204"	"1457877"	"1470788"	"1293362"	"1046059"	"1117136"	"1106301"	"1092271"	"1268538"	"1216501"	"1046231"	"1102608"	"1541303"	"1384968"	"1129414"	"1144638"	"1160243"	"1127960"	"1180716"	"1194310"	"1454360"	"1207547"	"1136845"	"1124989"	"1020144"	"1226316"	"1136874"	"1211982"	"1199209"	"1258800"	"1006397"	"1101758"	"1105378"	"1103822"	"897840"	"1044571"	"1023536"	"1094234"	"946264"	"1096939"
"unknown"	""	""	""	"Unknown 69"	""	""	""	""	"709.329"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"461296"	"319336"	"442916"	"399627"	"416274"	"344892"	"441041"	"279485"	"413629"	"288948"	"457090"	"411500"	"330870"	"377323"	"484810"	"254955"	"294842"	"319850"	"287537"	"405676"	"284281"	"377945"	"324349"	"356611"	"367736"	"407758"	"298010"	"422879"	"278727"	"380646"	"210065"	"278373"	"282406"	"237821"	"277736"	"315689"	"296573"	"335639"	"342441"	"255197"	"310883"	"248349"	"242321"	"329584"	"253575"	"197641"	"321227"	"309315"	"208362"	"231187"	"195252"	"332969"	"245447"	"285319"	"373001"	"NA"	"257743"	"263612"	"260814"	"263465"	"222723"	"276058"	"316413"	"272851"	"252255"	"245144"	"197321"	"417942"	"270747"	"284182"	"246348"	"455847"	"328079"	"231833"	"256446"	"207410"	"224103"	"220816"	"233931"	"263018"	"349690"	"217205"
"CHEBI:25094"	"C6H14N2O2"	"NCCCCC(N)C(O)=O"	"InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)"	"Lysine_1916_3TMS"	""	""	""	""	"709.929"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"17297373"	"15800934"	"15749192"	"14910439"	"15250643"	"15253066"	"15740705"	"11112406"	"12569410"	"11362186"	"15421143"	"13403283"	"12909396"	"10728846"	"13635199"	"11202237"	"12313852"	"12846921"	"11243565"	"12510717"	"12712196"	"12936823"	"12497168"	"11664440"	"9836427"	"11651920"	"11345871"	"10900840"	"10459309"	"11681455"	"9869289"	"9231683"	"10327034"	"9406580"	"9697602"	"11254575"	"10212177"	"13256895"	"11165872"	"10623606"	"10887706"	"9963742"	"9957493"	"9572102"	"9533339"	"8982675"	"7967370"	"8143374"	"9326209"	"9333879"	"8058992"	"10103793"	"7797041"	"9250644"	"9387711"	"15911230"	"8089124"	"9487089"	"10217269"	"8741731"	"10630852"	"9613907"	"9449953"	"9862782"	"9657688"	"9161093"	"7663193"	"10647497"	"9003326"	"9750540"	"9955186"	"11117657"	"9061900"	"7931266"	"10668374"	"9404730"	"7506548"	"7993291"	"8739679"	"10071151"	"8103799"	"9118500"
"CHEBI:32931"	"C21H44"	"CCCCCCCCCCCCCCCCCCCCC"	"InChI=1S/C21H44/c1-3-5-7-9-11-13-15-17-19-21-20-18-16-14-12-10-8-6-4-2/h3-21H2,1-2H3"	"Heneicosane"	""	""	""	""	"712.029"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"11664678"	"12190600"	"12852970"	"13164260"	"12781706"	"13293552"	"13179539"	"12376162"	"13315175"	"13177407"	"13319283"	"13084875"	"12842900"	"12855096"	"13235141"	"13380229"	"14090397"	"13718365"	"12487888"	"13199479"	"14090667"	"14412321"	"14419890"	"13370357"	"12188812"	"13769421"	"14247665"	"13695873"	"12214276"	"13976769"	"13297129"	"13036949"	"13925057"	"12385360"	"13728008"	"13399547"	"12537465"	"14340261"	"13893996"	"12986075"	"13700088"	"12620132"	"12717878"	"12481764"	"12532967"	"12251082"	"12510907"	"12570240"	"12337032"	"13152604"	"12431918"	"12742971"	"11951052"	"13477806"	"12298447"	"12744077"	"12370043"	"12812591"	"13186507"	"12669204"	"12686204"	"12448509"	"13096263"	"12907196"	"12923891"	"11947281"	"13100929"	"12845464"	"12565803"	"13033305"	"13012932"	"12976692"	"10535472"	"13234167"	"13643258"	"13196237"	"12650879"	"11827048"	"11258173"	"13144285"	"12865306"	"13229211"
"unknown"	""	""	""	"Unknown 70"	""	""	""	""	"713.679"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"6410956"	"835895"	"859500"	"804933"	"776992"	"825731"	"743818"	"4829603"	"1037706"	"578385"	"889663"	"838007"	"835769"	"608434"	"798459"	"704759"	"664192"	"826547"	"1071606"	"841146"	"884393"	"724577"	"825300"	"839402"	"951369"	"965642"	"822368"	"899259"	"913223"	"939095"	"633357"	"704787"	"8329189"	"1002843"	"884326"	"839972"	"931242"	"1069309"	"1686870"	"919440"	"908030"	"828932"	"805205"	"870195"	"825132"	"855132"	"522847"	"636108"	"1015381"	"905255"	"567942"	"825229"	"504073"	"10523861"	"1127746"	"912381"	"550687"	"878726"	"730299"	"926613"	"706583"	"890440"	"6696516"	"885592"	"799086"	"576009"	"982104"	"672870"	"983056"	"954613"	"752471"	"820180"	"954242"	"618901"	"836022"	"854081"	"690518"	"1057695"	"966762"	"863741"	"822742"	"960361"
"unknown"	""	""	""	"Unknown 71"	""	""	""	""	"713.979"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"768751"	"7112208"	"7215969"	"6732437"	"6779880"	"7110583"	"7530682"	"512304"	"7316001"	"4062129"	"8732363"	"7259450"	"7575420"	"3766675"	"7826597"	"6778453"	"6322037"	"7293180"	"11078446"	"7350221"	"5767641"	"7477375"	"7780911"	"7544239"	"9255342"	"7816109"	"7701951"	"9760386"	"10154026"	"8654525"	"5887642"	"5189810"	"1036373"	"10834074"	"7775649"	"8278804"	"9005396"	"9099633"	"9140182"	"7617131"	"8349951"	"7516542"	"7492653"	"8082552"	"7862554"	"7864088"	"5095082"	"5224009"	"8446820"	"8548629"	"6041847"	"7697503"	"4362106"	"959682"	"11063761"	"8335029"	"4589920"	"8272926"	"7885520"	"8125624"	"7513714"	"8676261"	"701556"	"8210786"	"7430449"	"5487273"	"9494600"	"6433166"	"7381620"	"8409656"	"6247641"	"7914901"	"10539104"	"5644081"	"8808430"	"8404819"	"6418815"	"10391516"	"11084030"	"8763491"	"7542500"	"9039938"
"unknown"	""	""	""	"Unknown 72"	""	""	""	""	"725.079"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"74796"	"72330"	"78174"	"69869"	"57072"	"58111"	"56249"	"52186"	"61568"	"NA"	"70031"	"67244"	"72033"	"47730"	"73441"	"76248"	"71961"	"77844"	"64861"	"64894"	"70938"	"71830"	"NA"	"66332"	"63748"	"82729"	"54523"	"74359"	"70955"	"61174"	"77443"	"73560"	"64956"	"71886"	"66869"	"70574"	"69562"	"NA"	"69622"	"72820"	"72307"	"60633"	"55649"	"57048"	"71156"	"66458"	"61599"	"58223"	"52210"	"NA"	"49381"	"71685"	"58657"	"62456"	"69816"	"74827"	"66825"	"56185"	"58722"	"61089"	"58255"	"74684"	"68667"	"55622"	"66787"	"59868"	"62088"	"55166"	"67648"	"63455"	"66657"	"77114"	"63040"	"67851"	"69626"	"64409"	"62275"	"69581"	"58791"	"61235"	"65097"	"60158"
"CHEBI:17268"	"C6H12O6"	"O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O"	"InChI=1S/C6H12O6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-12H/t1-,2-,3-,4+,5-,6-"	"Myo-Inositol, 1,2,3,4,5,6-hexakis-O-(trimethylsilyl)-"	""	""	""	""	"726.379"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"3173034"	"3220344"	"3459874"	"3116484"	"2924090"	"3176246"	"2998838"	"2114075"	"3289937"	"3251502"	"3259762"	"3376853"	"3387679"	"2509667"	"3137463"	"2953373"	"2994794"	"3557355"	"4266716"	"3455915"	"3201523"	"3357223"	"3106828"	"3463125"	"3037167"	"3323059"	"3757969"	"4211595"	"2964336"	"3249976"	"2703471"	"2881351"	"3374584"	"3326450"	"3091684"	"3521097"	"3069208"	"4259713"	"3683080"	"3668358"	"3330766"	"2992678"	"3125930"	"3371031"	"3236001"	"3111120"	"2670694"	"2603493"	"3354037"	"3080537"	"2404464"	"3146304"	"2556629"	"3816593"	"3177480"	"4569141"	"2479381"	"3018007"	"3498610"	"2910550"	"3517834"	"2970421"	"2635101"	"3232451"	"3351888"	"2778206"	"2782374"	"3239354"	"2754431"	"3170607"	"3053665"	"3665513"	"3946826"	"2960101"	"4791636"	"3265649"	"2904397"	"2822572"	"3882289"	"4207217"	"3743562"	"3526620"
"CHEBI:18186"	"C9H11NO3"	"NC(Cc1ccc(O)cc1)C(O)=O"	"InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)"	"Tyrosine_2041_3TMS"	""	""	""	""	"742.629"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"6406923"	"7694979"	"8694095"	"7953951"	"7808310"	"8503899"	"5468760"	"6415982"	"10301846"	"9257104"	"6084636"	"10069326"	"6431981"	"7238859"	"7241154"	"8890975"	"8120992"	"9488127"	"14019839"	"12489985"	"9809407"	"9442925"	"6399224"	"11047507"	"10481490"	"8803629"	"11797953"	"14973116"	"11832530"	"10216766"	"8798304"	"9499500"	"11224572"	"11950177"	"10596816"	"11489851"	"11335089"	"9345150"	"12174069"	"8366791"	"10298066"	"9071527"	"10215742"	"9852383"	"9952608"	"9980423"	"9921337"	"8920674"	"11138893"	"6981618"	"8548087"	"10069315"	"9197938"	"13408434"	"12891812"	"14556283"	"7471670"	"10368119"	"11726606"	"10248028"	"11818339"	"6494343"	"7837300"	"10436908"	"8940914"	"6504439"	"10697319"	"9916608"	"5885532"	"10557141"	"9491534"	"11490452"	"14067505"	"9213413"	"17915605"	"10591296"	"10577930"	"11336950"	"14039561"	"15150633"	"11471668"	"11038215"
"unknown"	""	""	""	"Unknown 73"	""	""	""	""	"746.079"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"419442"	"344972"	"424236"	"334787"	"370822"	"464895"	"NA"	"204656"	"NA"	"383229"	"NA"	"267709"	"1290355"	"192060"	"NA"	"NA"	"NA"	"316191"	"419328"	"NA"	"NA"	"NA"	"884414"	"297576"	"220937"	"NA"	"NA"	"496699"	"302466"	"298721"	"161874"	"465174"	"135239"	"273291"	"NA"	"423593"	"43189"	"1555004"	"NA"	"1546140"	"370188"	"185050"	"342047"	"237782"	"210822"	"268637"	"NA"	"84140"	"NA"	"1053868"	"139925"	"290217"	"233014"	"499508"	"198251"	"NA"	"182418"	"287008"	"NA"	"NA"	"NA"	"1009971"	"NA"	"267530"	"NA"	"NA"	"NA"	"NA"	"NA"	"239424"	"NA"	"NA"	"409004"	"136727"	"NA"	"260986"	"150129"	"152216"	"342621"	"NA"	"NA"	"202067"
